"sample_id","bees_num","date","season","site","native_or_non","sampling","plant_species","time","bee_species","sex","specialized_on","parasitic","nesting","status","nonnative_bee"
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17418,11,"05/16/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Lasioglossum tegulare","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Lasioglossum versatum","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Ceratina dupla","m",null,0,"wood",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Osmia pumila","f",null,0,"wood",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Agapostemon texanus","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Osmia distincta","f","Penstemon",0,null,"uncommon",0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Agapostemon virescens","f",null,0,"ground",null,0
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Apis mellifera","f",null,0,"hive",null,1
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Apis mellifera","f",null,0,"hive",null,1
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Apis mellifera","f",null,0,"hive",null,1
17419,17,"05/16/2017","early.season","B","native","pan traps","None",940,"Andrena barbara","f",null,null,null,null,null
17420,1,"05/16/2017","early.season","B","native","hand netting","Tradescantia virginiana",1020,"Lasioglossum callidum","f",null,0,"ground",null,0
17421,5,"05/16/2017","early.season","B","non-native","pan traps","None",940,"Lasioglossum versatum","f",null,0,"ground",null,0
17421,5,"05/16/2017","early.season","B","non-native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17421,5,"05/16/2017","early.season","B","non-native","pan traps","None",940,"Augochlorella aurata","f",null,0,"ground",null,0
17421,5,"05/16/2017","early.season","B","non-native","pan traps","None",940,"Megachile brevis","f",null,0,"wood",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Augochlorella aurata","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Ceratina dupla","f",null,0,"wood",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Augochlorella aurata","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Lasioglossum pilosum","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17422,13,"05/16/2017","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Osmia georgica","f",null,0,"wood/cavities",null,0
17422,3,"05/16/2017","early.season","B","non-native","hand netting","Melilotus officinalis",1120,"Augochlorella aurata","f",null,0,"ground",null,0
17422,3,"05/16/2017","early.season","B","non-native","hand netting","Melilotus officinalis",1120,"Augochlorella aurata","f",null,0,"ground",null,0
17422,3,"05/16/2017","early.season","B","non-native","hand netting","Melilotus officinalis",1120,"Augochlorella aurata","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Augochlorella aurata","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Nomada articulata","m",null,1,"parasite [ground]",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Nomada australis","m",null,1,"parasite [ground]",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Nomada australis","f",null,1,"parasite [ground]",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum oblongum","f",null,0,"wood",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum pilosum","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Lasioglossum floridanum","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Nomada parva","f",null,1,"parasite [ground]",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Augochlorella aurata","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Osmia subfasciata","f",null,0,"wood/shell",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Osmia sandhouseae","f",null,null,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Agapostemon texanus","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Agapostemon splendens","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Agapostemon texanus","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17423,25,"05/16/2017","early.season","C","native","pan traps","None",920,"Eucera hamata","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Nomada pygmaea","m",null,1,"parasite [ground]",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Ceratina strenua","f",null,0,"wood",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Augochlorella aurata","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum tegulare","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum callidum","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Osmia pumila","f",null,0,"wood",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Augochloropsis metallica_metallica","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Agapostemon texanus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Agapostemon texanus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum bruneri","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Andrena barbara","f",null,null,null,null,null
17424,23,"05/16/2017","early.season","C","non-native","pan traps","None",920,"Lasioglossum pilosum","f",null,0,"ground",null,0
17425,1,"05/16/2017","early.season","C","non-native","hand netting","Viola cornuta",1350,"Lasioglossum tegulare","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada parva","f",null,1,"parasite [ground]",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada australis","m",null,1,"parasite [ground]",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Megachile mendica","m",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,18,"05/16/2017","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17425,1,"05/16/2017","early.season","C","non-native","hand netting","Trifolium repens",1350,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum pilosum","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum tegulare","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum weemsi","f",null,null,null,null,null
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Nomada australis","f",null,1,"parasite [ground]",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Megachile mendica","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Eucera hamata","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Hoplitis pilosifrons","m",null,0,"wood",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum cressonii","f",null,0,"wood",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Agapostemon virescens","f",null,0,"ground",null,0
17426,18,"05/26/2017","early.season","A","native","pan traps","None",1005,"Agapostemon texanus","f",null,0,"ground",null,0
17427,5,"05/26/2017","early.season","A","native","hand netting","Penstemon digitalis",1625,"Agapostemon virescens","f",null,0,"ground",null,0
17427,5,"05/26/2017","early.season","A","native","hand netting","Penstemon digitalis",1625,"Agapostemon virescens","f",null,0,"ground",null,0
17427,5,"05/26/2017","early.season","A","native","hand netting","Penstemon digitalis",1625,"Bombus bimaculatus","f",null,0,"ground",null,0
17427,5,"05/26/2017","early.season","A","native","hand netting","Penstemon digitalis",1625,"Bombus bimaculatus","f",null,0,"ground",null,0
17427,5,"05/26/2017","early.season","A","native","hand netting","Penstemon digitalis",1625,"Bombus bimaculatus","m",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Nomada australis","f",null,1,"parasite [ground]",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum","f",null,null,"ground",null,null
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum subviridatum","f",null,0,"wood",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum tegulare","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum versatum","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Lasioglossum callidum","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17428,20,"05/26/2017","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","m",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Augochloropsis metallica_metallica","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Bombus impatiens","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,5,"05/26/2017","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Bombus griseocollis","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Lasioglossum hitchensi","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Lasioglossum weemsi","f",null,null,null,null,null
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17429,12,"05/26/2017","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Andrena perplexa","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada australis","f",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada pygmaea","f",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Osmia atriventris","m",null,0,"wood",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon sericeus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon texanus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon virescens","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon virescens","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Agapostemon virescens","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Andrena (Trachandrena)","m",null,null,"ground",null,null
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Lasioglossum cressonii","f",null,0,"wood",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Andrena wilkella","f",null,null,null,null,null
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Megachile brevis","f",null,0,"wood",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Lasioglossum coriaceum","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Lasioglossum hitchensi","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Lasioglossum hitchensi","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada articulata","f",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Nomada australis","m",null,1,"parasite [ground]",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Halictus poeyi/ligatus","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Andrena nasonii","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Andrena macra","f",null,0,"ground",null,0
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Apis mellifera","f",null,0,"hive",null,1
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Apis mellifera","f",null,0,"hive",null,1
17430,42,"05/26/2017","early.season","B","native","pan traps","None",1035,"Apis mellifera","f",null,0,"hive",null,1
17431,1,"05/26/2017","early.season","B","native","hand netting","Penstemon digitalis",1420,"Augochlorella aurata","f",null,0,"ground",null,0
17431,2,"05/26/2017","early.season","B","native","hand netting","Tradescantia virginiana",1420,"Hoplitis truncata","m",null,0,"wood",null,0
17431,2,"05/26/2017","early.season","B","native","hand netting","Tradescantia virginiana",1420,"Lasioglossum trigeminum","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Ceratina calcarata","f",null,0,"wood",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Nomada pygmaea","m",null,1,"parasite [ground]",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Ceratina dupla","f",null,0,"wood",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Augochlorella aurata","f",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Nomada australis","f",null,1,"parasite [ground]",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Hoplitis pilosifrons","f",null,0,"wood",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Andrena wilkella","m",null,null,null,null,null
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Andrena wilkella","m",null,null,null,null,null
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Megachile brevis","m",null,0,"wood",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Andrena wilkella","f",null,null,null,null,null
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Megachile brevis","m",null,0,"wood",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Megachile mendica","m",null,0,"ground",null,0
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Apis mellifera","f",null,0,"hive",null,1
17432,32,"05/26/2017","early.season","B","non-native","pan traps","None",1035,"Halictus parallelus","f",null,0,"ground",null,0
17433,2,"05/26/2017","early.season","B","non-native","hand netting","Trifolium repens",1330,"Halictus parallelus","f",null,0,"ground",null,0
17433,2,"05/26/2017","early.season","B","non-native","hand netting","Trifolium repens",1330,"Osmia atriventris","f",null,0,"wood",null,0
